road,km,lat,lng
KR,21.0,0.559665,127.907137
KR,21.05,0.560106,127.907235
KR,21.1,0.560522,127.90741
KR,21.15,0.560938,127.907587
KR,21.2,0.561372,127.90771
KR,21.25,0.56182,127.907775
KR,21.3,0.562272,127.907782
KR,21.35,0.562724,127.907772
KR,21.4,0.563176,127.907783
KR,21.45,0.563626,127.907822
KR,21.5,0.564076,127.907868
KR,21.55,0.564527,127.90786
KR,21.6,0.56497,127.907768
KR,21.65,0.565411,127.90767
KR,21.7,0.565853,127.907572
KR,21.75,0.566294,127.907473
KR,21.8,0.566716,127.907318
KR,21.85,0.567108,127.907093
KR,21.9,0.567516,127.906903
KR,21.95,0.567949,127.906772
KR,22.0,0.568395,127.906718
KR,22.05,0.568831,127.90683
KR,22.1,0.569253,127.906991
KR,22.15,0.569685,127.907124
KR,22.2,0.570133,127.907182
KR,22.25,0.570572,127.907281
KR,22.3,0.570961,127.907507
KR,22.35,0.571339,127.907755
KR,22.4,0.571753,127.907933
KR,22.45,0.572196,127.908021
KR,22.5,0.572647,127.90802
KR,22.55,0.57308,127.907895
KR,22.6,0.573503,127.907739
KR,22.65,0.573933,127.907837
KR,22.7,0.5742,127.908193
KR,22.75,0.574428,127.908581
KR,22.8,0.574801,127.908821
KR,22.85,0.575248,127.908799
KR,22.9,0.575692,127.908715
KR,22.95,0.576135,127.908754
KR,23.0,0.576489,127.90903
KR,23.05,0.576794,127.909361
KR,23.1,0.577084,127.909706
KR,23.15,0.577376,127.910049
KR,23.2,0.577671,127.91039
KR,23.25,0.577966,127.91073
KR,23.3,0.578261,127.911071
KR,23.35,0.578556,127.911411
KR,23.4,0.57893,127.911651
KR,23.45,0.579379,127.911649
KR,23.5,0.579828,127.911594
KR,23.55,0.580275,127.91153
KR,23.6,0.58072,127.911448
KR,23.65,0.581162,127.911356
KR,23.7,0.581608,127.911286
KR,23.75,0.582056,127.911339
KR,23.8,0.582467,127.911522
KR,23.85,0.58284,127.911776
KR,23.9,0.583213,127.91203
KR,23.95,0.583602,127.912257
KR,24.0,0.584041,127.91236
KR,24.05,0.584491,127.912407
KR,24.1,0.584943,127.912418
KR,24.15,0.585394,127.91239
KR,24.2,0.585842,127.912326
KR,24.25,0.586287,127.912248
KR,24.3,0.586735,127.912187
KR,24.35,0.587186,127.912159
KR,24.4,0.587638,127.912164
KR,24.45,0.588089,127.912202
KR,24.5,0.588537,127.912264
KR,24.55,0.588985,127.912327
KR,24.6,0.589424,127.912432
KR,24.65,0.589823,127.91264
KR,24.7,0.590174,127.912923
KR,24.75,0.590521,127.913211
KR,24.8,0.590892,127.913468
KR,24.85,0.591284,127.913691
KR,24.9,0.591678,127.913913
KR,24.95,0.592065,127.914144
KR,25.0,0.592448,127.914383
KR,25.05,0.592843,127.914603
KR,25.1,0.593244,127.91481
KR,25.15,0.593647,127.915014
KR,25.2,0.594062,127.915193
KR,25.25,0.594488,127.915342
KR,25.3,0.594924,127.91546
KR,25.35,0.595368,127.915547
KR,25.4,0.595817,127.915603
KR,25.45,0.596268,127.915635
KR,25.5,0.596719,127.915667
KR,25.55,0.597169,127.915711
KR,25.6,0.597611,127.915805
KR,25.65,0.598038,127.915951
KR,25.7,0.598445,127.916147
KR,25.75,0.598826,127.916388
KR,25.8,0.599186,127.91666
KR,25.85,0.599548,127.91693
KR,25.9,0.599921,127.917184
KR,25.95,0.600284,127.917452
KR,26.0,0.600645,127.917722
KR,26.05,0.601033,127.917952
KR,26.1,0.601439,127.91815
KR,26.15,0.601847,127.918345
KR,26.2,0.602255,127.918539
KR,26.25,0.602676,127.918699
KR,26.3,0.603108,127.918834
KR,26.35,0.60353,127.918994
KR,26.4,0.603952,127.919158
KR,26.45,0.604377,127.91931
KR,26.5,0.604803,127.919462
KR,26.55,0.605229,127.919613
KR,26.6,0.605655,127.919764
KR,26.65,0.606082,127.919912
KR,26.7,0.606512,127.92005
KR,26.75,0.606946,127.920178
KR,26.8,0.607382,127.920296
KR,26.85,0.607821,127.920405
KR,26.9,0.608262,127.920504
KR,26.95,0.608704,127.920599
KR,27.0,0.609146,127.920695
KR,27.05,0.609588,127.92079
KR,27.1,0.61003,127.920886
KR,27.15,0.610472,127.920982
KR,27.2,0.610914,127.921077
KR,27.25,0.611356,127.921173
KR,27.3,0.611797,127.921268
KR,27.35,0.612239,127.921364
KR,27.4,0.612672,127.921495
KR,27.45,0.613084,127.921678
KR,27.5,0.613472,127.92191
KR,27.55,0.613849,127.922157
KR,27.6,0.614223,127.92241
KR,27.65,0.614593,127.922668
KR,27.7,0.614961,127.92293
KR,27.75,0.615328,127.923192
KR,27.8,0.615695,127.923455
KR,27.85,0.616062,127.923718
KR,27.9,0.616425,127.923985
KR,27.95,0.616788,127.924253
KR,28.0,0.617165,127.924501
KR,28.05,0.617547,127.924741
KR,28.1,0.617908,127.925012
KR,28.15,0.618267,127.925285
KR,28.2,0.618626,127.925559
KR,28.25,0.618985,127.925832
KR,28.3,0.619343,127.926106
KR,28.35,0.619669,127.926418
KR,28.4,0.619956,127.926765
KR,28.45,0.620239,127.927115
KR,28.5,0.620523,127.927465
KR,28.55,0.620807,127.927814
KR,28.6,0.621091,127.928164
KR,28.65,0.621372,127.928516
KR,28.7,0.621651,127.92887
KR,28.75,0.621926,127.929226
KR,28.8,0.622199,127.929585
KR,28.85,0.622472,127.929943
KR,28.9,0.622744,127.930302
KR,28.95,0.623017,127.93066
KR,29.0,0.623292,127.931017
KR,29.05,0.623567,127.931374
KR,29.1,0.623843,127.931729
KR,29.15,0.624121,127.932084
KR,29.2,0.6244,127.932437
KR,29.25,0.62468,127.93279
KR,29.3,0.624961,127.933143
KR,29.35,0.625241,127.933495
KR,29.4,0.625522,127.933847
KR,29.45,0.625802,127.9342
KR,29.5,0.626083,127.934552
KR,29.55,0.626363,127.934905
KR,29.6,0.626644,127.935257
KR,29.65,0.626924,127.935609
KR,29.7,0.627205,127.935962
KR,29.75,0.627486,127.936314
KR,29.8,0.627766,127.936667
KR,29.85,0.628047,127.937019
KR,29.9,0.628327,127.937371
KR,29.95,0.628608,127.937724
KR,30.0,0.628888,127.938076
KR,30.05,0.629168,127.938429
KR,30.1,0.629447,127.938783
KR,30.15,0.629725,127.939137
KR,30.2,0.630003,127.939492
KR,30.25,0.63028,127.939847
KR,30.3,0.630558,127.940202
KR,30.35,0.630835,127.940557
KR,30.4,0.631112,127.940911
KR,30.45,0.63139,127.941266
KR,30.5,0.631669,127.94162
KR,30.55,0.631948,127.941973
KR,30.6,0.632229,127.942325
KR,30.65,0.632511,127.942676
KR,30.7,0.632794,127.943027
KR,30.75,0.633076,127.943378
KR,30.8,0.633359,127.943729
KR,30.85,0.633638,127.944082
KR,30.9,0.633914,127.944439
KR,30.95,0.634189,127.944795
KR,31.0,0.634466,127.94515
KR,31.05,0.634745,127.945504
KR,31.1,0.635025,127.945857
KR,31.15,0.635305,127.94621
KR,31.2,0.635584,127.946563
KR,31.25,0.635864,127.946916
KR,31.3,0.636144,127.947269
KR,31.35,0.636423,127.947622
KR,31.4,0.636703,127.947975
KR,31.45,0.636983,127.948328
KR,31.5,0.637263,127.948681
KR,31.55,0.637545,127.949033
KR,31.6,0.637826,127.949384
KR,31.65,0.638108,127.949736
KR,31.7,0.638388,127.950088
KR,31.75,0.638667,127.950442
KR,31.8,0.638945,127.950797
KR,31.85,0.639221,127.951152
KR,31.9,0.639497,127.951508
KR,31.95,0.639772,127.951865
KR,32.0,0.640045,127.952223
KR,32.05,0.640258,127.952619
KR,32.1,0.640409,127.953042
KR,32.15,0.640553,127.953468
KR,32.2,0.640686,127.953897
KR,32.25,0.640818,127.954327
KR,32.3,0.640955,127.954755
KR,32.35,0.64111,127.955177
KR,32.4,0.641259,127.955602
KR,32.45,0.641389,127.956032
KR,32.5,0.641509,127.956465
KR,32.55,0.641607,127.956904
KR,32.6,0.64168,127.957347
KR,32.65,0.641729,127.957794
KR,32.7,0.641755,127.958242
KR,32.75,0.641779,127.958691
KR,32.8,0.641797,127.95914
KR,32.85,0.641805,127.959589
KR,32.9,0.641803,127.960038
KR,32.95,0.641799,127.960487
KR,33.0,0.641796,127.960937
KR,33.05,0.641792,127.961386
KR,33.1,0.641788,127.961835
KR,33.15,0.641784,127.962284
KR,33.2,0.64179,127.962734
KR,33.25,0.641816,127.963182
KR,33.3,0.641863,127.963629
KR,33.35,0.64193,127.964073
KR,33.4,0.642013,127.964515
KR,33.45,0.642098,127.964956
KR,33.5,0.642183,127.965398
KR,33.55,0.642267,127.965839
KR,33.6,0.642352,127.96628
KR,33.65,0.642437,127.966722
KR,33.7,0.642522,127.967163
KR,33.75,0.642605,127.967604
KR,33.8,0.642686,127.968047
KR,33.85,0.642762,127.968489
KR,33.9,0.642835,127.968933
KR,33.95,0.642904,127.969377
KR,34.0,0.642971,127.969821
KR,34.05,0.643041,127.970265
KR,34.1,0.64314,127.970703
KR,34.15,0.643275,127.971132
KR,34.2,0.643426,127.971555
KR,34.25,0.643577,127.971979
KR,34.3,0.643729,127.972402
KR,34.35,0.643967,127.97277
KR,34.4,0.644398,127.972763
KR,34.45,0.644633,127.972391
KR,34.5,0.644796,127.971972
KR,34.55,0.645154,127.971724
KR,34.6,0.645582,127.971578
KR,34.65,0.645923,127.971289
KR,34.7,0.646273,127.971035
KR,34.75,0.646527,127.971343
KR,34.8,0.646318,127.97174
KR,34.85,0.646168,127.972152
KR,34.9,0.646493,127.972408
KR,34.95,0.646938,127.972329
KR,35.0,0.647383,127.972246
KR,35.05,0.647829,127.972195
KR,35.1,0.648138,127.972492
KR,35.15,0.648011,127.972901
KR,35.2,0.64772,127.973245
KR,35.25,0.647862,127.973618
KR,35.3,0.648292,127.973601
KR,35.35,0.648642,127.973316
KR,35.4,0.648991,127.973031
KR,35.45,0.649387,127.972816
KR,35.5,0.649828,127.972725
KR,35.55,0.65028,127.972743
KR,35.6,0.650731,127.972772
KR,35.65,0.651183,127.972778
KR,35.7,0.651621,127.972674
KR,35.75,0.652046,127.97252
KR,35.8,0.652482,127.972529
KR,35.85,0.652515,127.972924
KR,35.9,0.652206,127.973248
KR,35.95,0.652332,127.973649
KR,36.0,0.652553,127.974024
KR,36.05,0.652223,127.974247
KR,36.1,0.651775,127.974187
KR,36.15,0.651349,127.974303
KR,36.2,0.651113,127.974678
KR,36.25,0.650955,127.975098
KR,36.3,0.650923,127.975531
KR,36.35,0.65128,127.975777
KR,36.4,0.651714,127.975905
KR,36.45,0.652148,127.976032
KR,36.5,0.652592,127.976012
KR,36.55,0.652978,127.97578
KR,36.6,0.653349,127.975524
KR,36.65,0.653666,127.975205
KR,36.7,0.653954,127.97486
KR,36.725,0.654044,127.974689
KR,36.75,0.654226,127.974557
KR,36.775,0.654424,127.974448
KR,36.8,0.654634,127.974367
KR,36.825,0.654853,127.974308
KR,36.85,0.655072,127.974253
KR,36.875,0.655291,127.974197
KR,36.9,0.65551,127.974143
KR,36.925,0.65573,127.97409
KR,36.95,0.655951,127.974039
KR,36.975,0.656171,127.97399
KR,37.0,0.656394,127.973954
KR,37.025,0.65662,127.973935
KR,37.05,0.656845,127.973917
KR,37.075,0.657069,127.973943
KR,37.1,0.657267,127.974047
KR,37.125,0.657438,127.974195
KR,37.15,0.657608,127.974343
KR,37.175,0.657777,127.974492
KR,37.2,0.657947,127.97464
KR,37.225,0.658117,127.974788
KR,37.25,0.658288,127.974935
KR,37.275,0.658473,127.975065
KR,37.3,0.658671,127.975173
KR,37.325,0.658871,127.975278
KR,37.35,0.659072,127.975379
KR,37.375,0.659282,127.975465
KR,37.4,0.659498,127.975531
KR,37.425,0.659716,127.975589
KR,37.45,0.659935,127.975647
KR,37.475,0.660153,127.975705
KR,37.5,0.660372,127.975762
KR,37.525,0.66059,127.97582
KR,37.55,0.660809,127.975878
KR,37.575,0.661028,127.975933
KR,37.6,0.661248,127.975987
KR,37.625,0.661467,127.97604
KR,37.65,0.661687,127.976093
KR,37.675,0.661907,127.976146
KR,37.7,0.662127,127.976199
KR,37.725,0.662346,127.976252
KR,37.75,0.662566,127.976306
KR,37.775,0.662786,127.976359
KR,37.8,0.663003,127.976421
KR,37.825,0.663187,127.976549
KR,37.85,0.66331,127.976736
KR,37.875,0.663406,127.976939
KR,37.9,0.663547,127.977114
KR,37.925,0.663742,127.977225
KR,37.95,0.663953,127.977306
KR,37.975,0.664164,127.977386
KR,38.0,0.664378,127.977457
KR,38.025,0.6646,127.977501
KR,38.05,0.664822,127.977543
KR,38.075,0.665035,127.977619
KR,38.1,0.665243,127.977707
KR,38.125,0.665451,127.977795
KR,38.15,0.665662,127.977876
KR,38.175,0.665883,127.97792
KR,38.2,0.666109,127.977922
KR,38.225,0.666333,127.97789
KR,38.25,0.666557,127.977867
KR,38.275,0.666782,127.977891
KR,38.3,0.666996,127.977962
KR,38.325,0.6672,127.97806
KR,38.35,0.667403,127.978158
KR,38.375,0.667607,127.978256
KR,38.4,0.667804,127.978365
KR,38.425,0.667993,127.978489
KR,38.45,0.66817,127.978629
KR,38.475,0.668336,127.978781
KR,38.5,0.668489,127.978946
KR,38.525,0.668641,127.979113
KR,38.55,0.668793,127.979279
KR,38.575,0.668944,127.979446
KR,38.6,0.6691,127.979609
KR,38.625,0.669271,127.979755
KR,38.65,0.669447,127.979897
KR,38.675,0.669623,127.980038
KR,38.7,0.669799,127.980179
KR,38.725,0.669986,127.980305
KR,38.75,0.670195,127.980389
KR,38.775,0.670416,127.980435
KR,38.8,0.670638,127.980478
KR,38.825,0.67086,127.98052
KR,38.85,0.671083,127.980562
KR,38.875,0.671304,127.980606
KR,38.9,0.671525,127.980656
KR,38.925,0.671744,127.980712
KR,38.95,0.671961,127.980775
KR,38.975,0.672177,127.980843
TOFU,39.0,0.672392,127.980911
TOFU,39.025,0.672612,127.980929
TOFU,39.05,0.67277,127.980777
TOFU,39.075,0.672839,127.980564
TOFU,39.1,0.672912,127.980351
TOFU,39.125,0.673011,127.980149
TOFU,39.15,0.673136,127.979962
TOFU,39.175,0.673287,127.979795
TOFU,39.2,0.673459,127.97965
TOFU,39.225,0.673649,127.979528
TOFU,39.25,0.673861,127.979452
TOFU,39.275,0.674086,127.979441
TOFU,39.3,0.674313,127.979447
TOFU,39.325,0.674539,127.979445
TOFU,39.35,0.674763,127.979426
TOFU,39.375,0.674939,127.979292
TOFU,39.4,0.674994,127.979078
TOFU,39.425,0.674957,127.978857
TOFU,39.45,0.674979,127.978634
TOFU,39.475,0.675061,127.978425
TOFU,39.5,0.675193,127.978245
TOFU,39.525,0.675384,127.978127
TOFU,39.55,0.675606,127.978087
TOFU,39.575,0.675832,127.978073
TOFU,39.6,0.676057,127.978059
TOFU,39.625,0.676283,127.978046
TOFU,39.65,0.676509,127.978055
TOFU,39.675,0.676731,127.978094
TOFU,39.7,0.676946,127.978164
TOFU,39.725,0.677149,127.978263
TOFU,39.75,0.677345,127.978374
TOFU,39.775,0.677548,127.978473
TOFU,39.8,0.677771,127.978474
TOFU,39.825,0.677966,127.978364
TOFU,39.85,0.678135,127.978215
TOFU,39.875,0.678341,127.978129
TOFU,39.9,0.678565,127.978149
TOFU,39.925,0.678754,127.978269
TOFU,39.95,0.678933,127.978405
TOFU,39.975,0.67915,127.978462
TOFU,40.0,0.679369,127.978417
TOFU,40.025,0.679573,127.978319
TOFU,40.05,0.679766,127.978204
TOFU,40.075,0.679936,127.978057
TOFU,40.1,0.680026,127.977853
TOFU,40.125,0.68,127.977633
TOFU,40.15,0.679865,127.977455
TOFU,40.175,0.679661,127.977361
TOFU,40.2,0.679448,127.977288
TOFU,40.225,0.679234,127.977215
TOFU,40.25,0.67902,127.977141
TOFU,40.275,0.678806,127.977068
TOFU,40.3,0.678601,127.976976
TOFU,40.325,0.678438,127.976822
TOFU,40.35,0.678338,127.976621
TOFU,40.375,0.678313,127.976399
TOFU,40.4,0.678366,127.976182
TOFU,40.425,0.678491,127.975996
TOFU,40.45,0.678673,127.975864
TOFU,40.475,0.678889,127.975801
TOFU,40.5,0.679113,127.975769
TOFU,40.525,0.679336,127.975735
TOFU,40.55,0.679559,127.975697
TOFU,40.575,0.679781,127.975655
TOFU,40.6,0.680005,127.975669
TOFU,40.625,0.680201,127.975778
TOFU,40.65,0.680335,127.975957
TOFU,40.675,0.680453,127.976149
TOFU,40.7,0.680636,127.976269
TOFU,40.725,0.680856,127.976229
TOFU,40.75,0.681071,127.976159
TOFU,40.775,0.681288,127.976096
TOFU,40.8,0.681509,127.976047
TOFU,40.825,0.681732,127.976013
TOFU,40.85,0.681957,127.975996
TOFU,40.875,0.68218,127.976028
TOFU,40.9,0.682398,127.97609
TOFU,40.925,0.682614,127.976155
TOFU,40.95,0.682832,127.976215
TOFU,40.975,0.683054,127.976255
TOFU,41.0,0.683279,127.976282
TOFU,41.025,0.683503,127.976309
TOFU,41.05,0.683728,127.976336
TOFU,41.075,0.683953,127.976363
TOFU,41.1,0.684164,127.976436
TOFU,41.125,0.684314,127.976601
TOFU,41.15,0.684367,127.976817
TOFU,41.175,0.684356,127.977041
TOFU,41.2,0.684371,127.977263
TOFU,41.225,0.684517,127.977428
TOFU,41.25,0.684737,127.977456
TOFU,41.275,0.684932,127.977347
TOFU,41.3,0.685141,127.977266
TOFU,41.325,0.685365,127.977284
TOFU,41.35,0.685559,127.977396
TOFU,41.375,0.685732,127.977541
TOFU,41.4,0.685905,127.977686
TOFU,41.425,0.686088,127.977816
TOFU,41.45,0.68631,127.977826
TOFU,41.475,0.686492,127.9777
TOFU,41.5,0.686597,127.977501
TOFU,41.525,0.686698,127.9773
TOFU,41.55,0.686791,127.977096
TOFU,41.575,0.686821,127.976874
TOFU,41.6,0.686776,127.976655
TOFU,41.625,0.686734,127.976438
TOFU,41.65,0.686861,127.97626
TOFU,41.675,0.68708,127.976221
TOFU,41.7,0.687306,127.97622
TOFU,41.725,0.687531,127.976207
TOFU,41.75,0.687755,127.976172
TOFU,41.775,0.687974,127.976116
TOFU,41.8,0.688197,127.976122
TOFU,41.825,0.688387,127.976239
TOFU,41.85,0.688554,127.97639
TOFU,41.875,0.688737,127.976522
TOFU,41.9,0.688935,127.97663
TOFU,41.925,0.68914,127.976726
TOFU,41.95,0.689347,127.976816
TOFU,41.975,0.689567,127.976866
TOFU,42.0,0.689792,127.97687
TOFU,42.025,0.690016,127.976835
TOFU,42.05,0.690239,127.976797
TOFU,42.075,0.690451,127.976727
TOFU,42.1,0.690576,127.976545
TOFU,42.125,0.690638,127.976329
TOFU,42.15,0.690701,127.976113
TOFU,42.175,0.690764,127.975897
TOFU,42.2,0.690923,127.975747
TOFU,42.225,0.691142,127.975769
TOFU,42.25,0.691316,127.975912
TOFU,42.275,0.691489,127.976057
TOFU,42.3,0.691661,127.976202
TOFU,42.325,0.69183,127.976352
TOFU,42.35,0.69198,127.97652
TOFU,42.375,0.692106,127.976706
TOFU,42.4,0.692207,127.976907
TOFU,42.425,0.692281,127.977119
TOFU,42.45,0.692343,127.977335
TOFU,42.475,0.692455,127.977527
TOFU,42.5,0.692652,127.977632
TOFU,42.525,0.692866,127.977704
TOFU,42.55,0.693065,127.977805
TOFU,42.575,0.693174,127.977998
TOFU,42.6,0.693221,127.978218
TOFU,42.625,0.693269,127.978438
TOFU,42.65,0.693344,127.978649
TOFU,42.675,0.693436,127.978855
TOFU,42.7,0.693528,127.97906
TOFU,42.725,0.693609,127.979269
TOFU,42.75,0.693657,127.979489
TOFU,42.775,0.693697,127.979709
TOFU,42.8,0.693769,127.979922
TOFU,42.825,0.693873,127.980122
TOFU,42.85,0.694005,127.980304
TOFU,42.875,0.694162,127.980466
TOFU,42.9,0.694313,127.980632
TOFU,42.925,0.694446,127.980814
TOFU,42.95,0.694559,127.981009
TOFU,42.975,0.694652,127.981213
TOFU,43.0,0.694744,127.981418
TOFU,43.025,0.694857,127.981613
TOFU,43.05,0.694992,127.981793
TOFU,43.075,0.69515,127.981954
TOFU,43.1,0.695323,127.982098
TOFU,43.125,0.695472,127.982264
TOFU,43.15,0.695522,127.982481
TOFU,43.175,0.695469,127.982699
TOFU,43.2,0.695403,127.982913
TOFU,43.225,0.695327,127.983125
TOFU,43.25,0.695168,127.98328
TOFU,43.275,0.69495,127.98333
TOFU,43.3,0.694726,127.983303
TOFU,43.325,0.694502,127.983274
TOFU,43.35,0.694277,127.983245
TOFU,43.375,0.694054,127.983208
TOFU,43.4,0.693832,127.983167
TOFU,43.425,0.69361,127.983126
TOFU,43.45,0.693386,127.983105
TOFU,43.475,0.693207,127.983232
TOFU,43.5,0.693178,127.983448
TOFU,43.525,0.69332,127.983616
TOFU,43.55,0.69352,127.98372
TOFU,43.575,0.69372,127.983825
TOFU,43.6,0.693899,127.983959
TOFU,43.625,0.694013,127.984152
TOFU,43.65,0.694114,127.984353
TOFU,43.675,0.694211,127.984556
TOFU,43.7,0.694233,127.984778
TOFU,43.725,0.694156,127.984988
TOFU,43.75,0.694016,127.985164
TOFU,43.775,0.69387,127.985335
TOFU,43.8,0.693708,127.985492
TOFU,43.825,0.693532,127.985632
TOFU,43.85,0.693344,127.985757
TOFU,43.875,0.693202,127.985927
TOFU,43.9,0.69316,127.986145
TOFU,43.925,0.693277,127.98633
TOFU,43.95,0.693492,127.986395
TOFU,43.975,0.693714,127.986437
TOFU,44.0,0.693939,127.98645
TOFU,44.025,0.694165,127.986456
TOFU,44.05,0.694391,127.986455
TOFU,44.075,0.694616,127.986428
TOFU,44.1,0.694839,127.98639
TOFU,44.125,0.695062,127.986409
TOFU,44.15,0.695246,127.986534
TOFU,44.175,0.695369,127.986722
TOFU,44.2,0.695486,127.986914
TOFU,44.225,0.695605,127.987106
TOFU,44.25,0.695778,127.987246
TOFU,44.275,0.696,127.987273
TOFU,44.3,0.696223,127.98724
TOFU,44.325,0.696448,127.987244
TOFU,44.35,0.696657,127.987327
TOFU,44.375,0.696825,127.987476
TOFU,44.4,0.697006,127.987609
TOFU,44.425,0.697219,127.987681
TOFU,44.45,0.697442,127.987717
TOFU,44.475,0.697652,127.987801
TOFU,44.5,0.697831,127.987938
TOFU,44.525,0.697996,127.98809
TOFU,44.55,0.698166,127.988239
TOFU,44.575,0.698345,127.988376
TOFU,44.6,0.698526,127.988511
TOFU,44.625,0.698706,127.988646
TOFU,44.65,0.698887,127.988782
TOFU,44.675,0.699067,127.988917
TOFU,44.7,0.699248,127.989052
TOFU,44.725,0.699427,127.989189
TOFU,44.75,0.699558,127.98937
TOFU,44.775,0.699601,127.989589
TOFU,44.8,0.699586,127.989813
TOFU,44.825,0.699572,127.990037
TOFU,44.85,0.699572,127.990262
TOFU,44.875,0.699618,127.990481
TOFU,44.9,0.699707,127.990688
TOFU,44.925,0.699835,127.990872
TOFU,44.95,0.699977,127.991046
TOFU,44.975,0.70007,127.99125
TOFU,45.0,0.700124,127.991469
TOFU,45.025,0.70021,127.991675
TOFU,45.05,0.700364,127.991839
TOFU,45.075,0.700542,127.991977
TOFU,45.1,0.70072,127.992115
TOFU,45.125,0.700887,127.992266
TOFU,45.15,0.701011,127.992453
TOFU,45.175,0.701093,127.992662
TOFU,45.2,0.701173,127.992873
TOFU,45.225,0.701252,127.993083
TOFU,45.25,0.701344,127.993288
TOFU,45.275,0.701458,127.993482
TOFU,45.3,0.701573,127.993676
TOFU,45.325,0.701632,127.993892
TOFU,45.35,0.701675,127.994112
TOFU,45.375,0.701734,127.994329
TOFU,45.4,0.701836,127.994529
TOFU,45.425,0.701972,127.994708
TOFU,45.45,0.70211,127.994886
TOFU,45.475,0.702251,127.995061
TOFU,45.5,0.702403,127.995228
TOFU,45.525,0.702565,127.995385
TOFU,45.55,0.702733,127.995534
TOFU,45.575,0.702902,127.995684
TOFU,45.6,0.703071,127.995833
TOFU,45.625,0.703212,127.996006
TOFU,45.65,0.703259,127.996224
TOFU,45.675,0.703202,127.996439
TOFU,45.7,0.703052,127.996605
TOFU,45.725,0.702865,127.996731
TOFU,45.75,0.702689,127.99687
TOFU,45.775,0.702652,127.997084
TOFU,45.8,0.702795,127.997248
TOFU,45.825,0.703013,127.997309
TOFU,45.85,0.703231,127.997366
TOFU,45.875,0.70345,127.997424
TOFU,45.9,0.703669,127.997482
TOFU,45.925,0.703884,127.997548
TOFU,45.95,0.704068,127.997677
TOFU,45.975,0.704195,127.997862
TOFU,46.0,0.704304,127.998059
TOFU,46.025,0.704412,127.998256
TOFU,46.05,0.704504,127.998461
TOFU,46.075,0.704551,127.99868
TOFU,46.1,0.704577,127.998903
TOFU,46.125,0.704603,127.999126
TOFU,46.15,0.704628,127.99935
TOFU,46.175,0.704654,127.999573
TOFU,46.2,0.704679,127.999796
TOFU,46.225,0.704711,128.000018
TOFU,46.25,0.704758,128.000238
TOFU,46.275,0.70482,128.000454
TOFU,46.3,0.704896,128.000665
TOFU,46.325,0.704988,128.000871
TOFU,46.35,0.705085,128.001074
TOFU,46.375,0.705183,128.001276
TOFU,46.4,0.70528,128.001479
TOFU,46.425,0.705377,128.001682
TOFU,46.45,0.705473,128.001885
TOFU,46.475,0.705564,128.002091
TOFU,46.5,0.705648,128.0023
TOFU,46.525,0.705728,128.00251
TOFU,46.55,0.705809,128.00272
TOFU,46.575,0.705896,128.002927
TOFU,46.6,0.705998,128.003127
TOFU,46.625,0.706116,128.003319
TOFU,46.65,0.706246,128.003502
TOFU,46.675,0.70638,128.003684
TOFU,46.7,0.706454,128.003893
TOFU,46.725,0.706413,128.004112
TOFU,46.75,0.70629,128.0043
TOFU,46.775,0.706165,128.004487
TOFU,46.8,0.706091,128.004693
TOFU,46.825,0.706208,128.004876
TOFU,46.85,0.706428,128.004901
TOFU,46.875,0.706652,128.004909
TOFU,46.9,0.706842,128.005025
TOFU,46.925,0.706945,128.005223
TOFU,46.95,0.706966,128.005446
TOFU,46.975,0.706985,128.00567
TOFU,47.0,0.70701,128.005893
TOFU,47.025,0.707055,128.006113
TOFU,47.05,0.70711,128.006331
TOFU,47.075,0.70718,128.006545
TOFU,47.1,0.707274,128.006749
TOFU,47.125,0.707391,128.006941
TOFU,47.15,0.707513,128.00713
TOFU,47.175,0.707636,128.007319
TOFU,47.2,0.707753,128.007511
TOFU,47.225,0.707838,128.007719
TOFU,47.25,0.707902,128.007934
TOFU,47.275,0.707978,128.008145
TOFU,47.3,0.708106,128.00833
TOFU,47.325,0.708258,128.008496
TOFU,47.35,0.708416,128.008657
TOFU,47.375,0.708594,128.008795
TOFU,47.4,0.708781,128.008921
TOFU,47.425,0.708967,128.009049
TOFU,47.45,0.709137,128.009197
TOFU,47.475,0.709283,128.009368
TOFU,47.5,0.709418,128.009548
TOFU,47.525,0.709553,128.009729
TOFU,47.55,0.709688,128.009909
TOFU,47.575,0.709822,128.010089
TOFU,47.6,0.709936,128.010283
TOFU,47.625,0.709976,128.010503
TOFU,47.65,0.709938,128.010723
TOFU,47.675,0.709866,128.010936
TOFU,47.7,0.709746,128.011126
TOFU,47.725,0.709618,128.011311
TOFU,47.75,0.709521,128.011513
TOFU,47.775,0.709461,128.01173
TOFU,47.8,0.709425,128.011952
TOFU,47.825,0.709391,128.012174
TOFU,47.85,0.709338,128.012392
TOFU,47.875,0.709239,128.012593
TOFU,47.9,0.709098,128.012768
TOFU,47.925,0.708921,128.012908
TOFU,47.95,0.708719,128.013006
TOFU,47.975,0.708506,128.013083
TOFU,48.0,0.708293,128.01316
TOFU,48.025,0.708086,128.013247
TOFU,48.05,0.70794,128.013415
TOFU,48.075,0.707905,128.013634
TOFU,48.1,0.707991,128.013839
TOFU,48.125,0.708135,128.014012
TOFU,48.15,0.708336,128.014109
TOFU,48.175,0.70856,128.014103
TOFU,48.2,0.708757,128.013997
TOFU,48.225,0.708955,128.013894
TOFU,48.25,0.709179,128.013899
TOFU,48.275,0.709383,128.013995
TOFU,48.3,0.709583,128.0141
